
		//
		// Overwatch localized names
		//
		"CSGO_Overwatch_TheSuspect"			"The Suspect"
		"StickerKit_desc_kat2014_esl2_foil"			""
		
		"StickerKit_kat2014_wolf_esl_gold_foil"		"Gold ESL Wolf (Foil) | Katowice 2014"
		"StickerKit_desc_kat2014_wolf_esl_gold_foil"			""
		
		"StickerKit_kat2014_wolf_skull_esl_gold_foil"		"Gold ESL Skull (Foil) | Katowice 2014"
		"StickerKit_desc_kat2014_wolf_skull_esl_gold_foil"			""

		"StickerKit_cologne2014_cloud9"				"Cloud9 | Cologne 2014"
		"StickerKit_desc_cologne2014_cloud9"			""

		"StickerKit_cologne2014_cloud9_holo"			"Cloud9 (Holo) | Cologne 2014"
		"StickerKit_desc_cologne2014_cloud9_holo"	""
		
		"StickerKit_cologne2014_cloud9_foil"			"Cloud9 (Foil) | Cologne 2014"
		"StickerKit_desc_cologne2014_cloud9_foil"	""
		
		"StickerKit_cologne2014_fnatic"				"Fnatic | Cologne 2014"
		"StickerKit_desc_cologne2014_fnatic"			""

		"StickerKit_cologne2014_fnatic_holo"			"Fnatic (Holo) | Cologne 2014"
		"StickerKit_desc_cologne2014_fnatic_holo"	""
		
		"StickerKit_cologne2014_fnatic_foil"			"Fnatic (Foil) | Cologne 2014"
		"StickerKit_desc_cologne2014_fnatic_foil"	""
		
		"StickerKit_cologne2014_hellraisers"				"HellRaisers | Cologne 2014"
		"StickerKit_desc_cologne2014_hellraisers"			""

		"StickerKit_cologne2014_hellraisers_holo"			"HellRaisers (Holo) | Cologne 2014"
		"StickerKit_desc_cologne2014_hellraisers_holo"	""
		
		"StickerKit_cologne2014_hellraisers_foil"			"HellRaisers (Foil) | Cologne 2014"
		"StickerKit_desc_cologne2014_hellraisers_foil"	""
		
		"StickerKit_cologne2014_ninjasinpyjamas"				"Ninjas in Pyjamas | Cologne 2014"
		"StickerKit_desc_cologne2014_ninjasinpyjamas"			""

		"StickerKit_cologne2014_ninjasinpyjamas_holo"			"Ninjas in Pyjamas (Holo) | Cologne 2014"
		"StickerKit_desc_cologne2014_ninjasinpyjamas_holo"	""
		
		"StickerKit_cologne2014_ninjasinpyjamas_foil"			"Ninjas in Pyjamas (Foil) | Cologne 2014"
		"StickerKit_desc_cologne2014_ninjasinpyjamas_foil"	""
		
		"StickerKit_cologne2014_teamdignitas"				"Team Dignitas | Cologne 2014"
		"StickerKit_desc_cologne2014_teamdignitas"			""

		"StickerKit_cologne2014_teamdignitas_holo"			"Team Dignitas (Holo) | Cologne 2014"
		"StickerKit_desc_cologne2014_teamdignitas_holo"	""
		
		"StickerKit_cologne2014_teamdignitas_foil"			"Team Dignitas (Foil) | Cologne 2014"
		"StickerKit_desc_cologne2014_teamdignitas_foil"	""
		
		"StickerKit_cologne2014_teamldlc"				"Team LDLC.com | Cologne 2014"
		"StickerKit_desc_cologne2014_teamldlc"			""

		"StickerKit_cologne2014_teamldlc_holo"			"Team LDLC.com (Holo) | Cologne 2014"
		"StickerKit_desc_cologne2014_teamldlc_holo"	""
		
		"StickerKit_cologne2014_teamldlc_foil"			"Team LDLC.com (Foil) | Cologne 2014"
		"StickerKit_desc_cologne2014_teamldlc_foil"	""
		
		"StickerKit_cologne2014_virtuspro"				"Virtus.Pro | Cologne 2014"
		"StickerKit_desc_cologne2014_virtuspro"			""

		"StickerKit_cologne2014_virtuspro_holo"			"Virtus.Pro (Holo) | Cologne 2014"
		"StickerKit_desc_cologne2014_virtuspro_holo"	""
		
		"StickerKit_cologne2014_virtuspro_foil"			"Virtus.Pro (Foil) | Cologne 2014"
		"StickerKit_desc_cologne2014_virtuspro_foil"	""
		
		"StickerKit_cologne2014_copenhagenwolves"				"Copenhagen Wolves | Cologne 2014"
		"StickerKit_desc_cologne2014_copenhagenwolves"			""

		"StickerKit_cologne2014_copenhagenwolves_holo"			"Copenhagen Wolves (Holo) | Cologne 2014"
		"StickerKit_desc_cologne2014_copenhagenwolves_holo"	""
		
		"StickerKit_cologne2014_copenhagenwolves_foil"			"Copenhagen Wolves (Foil) | Cologne 2014"
		"StickerKit_desc_cologne2014_copenhagenwolves_foil"	""
		
		"StickerKit_cologne2014_datteam"				"dAT team | Cologne 2014"
		"StickerKit_desc_cologne2014_datteam"			""

		"StickerKit_cologne2014_datteam_holo"			"dAT team (Holo) | Cologne 2014"
		"StickerKit_desc_cologne2014_datteam_holo"	""
		
		"StickerKit_cologne2014_datteam_foil"			"dAT team (Foil) | Cologne 2014"
		"StickerKit_desc_cologne2014_datteam_foil"	""
		
		"StickerKit_cologne2014_epsilonesports"				"Epsilon eSports | Cologne 2014"
		"StickerKit_desc_cologne2014_epsilonesports"			""

		"StickerKit_cologne2014_epsilonesports_holo"			"Epsilon eSports (Holo) | Cologne 2014"
		"StickerKit_desc_cologne2014_epsilonesports_holo"	""
		
		"StickerKit_cologne2014_epsilonesports_foil"			"Epsilon eSports (Foil) | Cologne 2014"
		"StickerKit_desc_cologne2014_epsilonesports_foil"	""
		
		"StickerKit_cologne2014_ibuypower"				"iBUYPOWER | Cologne 2014"
		"StickerKit_desc_cologne2014_ibuypower"			""

		"StickerKit_cologne2014_ibuypower_holo"			"iBUYPOWER (Holo) | Cologne 2014"
		"StickerKit_desc_cologne2014_ibuypower_holo"	""
		
		"StickerKit_cologne2014_ibuypower_foil"			"iBUYPOWER (Foil) | Cologne 2014"
		"StickerKit_desc_cologne2014_ibuypower_foil"	""
		
		"StickerKit_cologne2014_londonconspiracy"				"London Conspiracy | Cologne 2014"
		"StickerKit_desc_cologne2014_londonconspiracy"			""

		"StickerKit_cologne2014_londonconspiracy_holo"			"London Conspiracy (Holo) | Cologne 2014"
		"StickerKit_desc_cologne2014_londonconspiracy_holo"	""
		
		"StickerKit_cologne2014_londonconspiracy_foil"			"London Conspiracy (Foil) | Cologne 2014"
		"StickerKit_desc_cologne2014_londonconspiracy_foil"	""
		
		"StickerKit_cologne2014_navi"				"Natus Vincere | Cologne 2014"
		"StickerKit_desc_cologne2014_navi"			""

		"StickerKit_cologne2014_navi_holo"			"Natus Vincere (Holo) | Cologne 2014"
		"StickerKit_desc_cologne2014_navi_holo"	""
		
		"StickerKit_cologne2014_navi_foil"			"Natus Vincere (Foil) | Cologne 2014"
		"StickerKit_desc_cologne2014_navi_foil"	""
		
		"StickerKit_cologne2014_titan"				"Titan | Cologne 2014"
		"StickerKit_desc_cologne2014_titan"			""

		"StickerKit_cologne2014_titan_holo"			"Titan (Holo) | Cologne 2014"
		"StickerKit_desc_cologne2014_titan_holo"	""
		
		"StickerKit_cologne2014_titan_foil"			"Titan (Foil) | Cologne 2014"
		"StickerKit_desc_cologne2014_titan_foil"	""
		
		"StickerKit_cologne2014_voxeminor"				"Vox Eminor | Cologne 2014"
		"StickerKit_desc_cologne2014_voxeminor"			""

		"StickerKit_cologne2014_voxeminor_holo"			"Vox Eminor (Holo) | Cologne 2014"
		"StickerKit_desc_cologne2014_voxeminor_holo"	""
		
		"StickerKit_cologne2014_voxeminor_foil"			"Vox Eminor (Foil) | Cologne 2014"
		"StickerKit_desc_cologne2014_voxeminor_foil"	""
		
		"StickerKit_cologne2014_wolf"				"MTS GameGod Wolf | Cologne 2014"
		"StickerKit_desc_cologne2014_wolf"			""

		"StickerKit_cologne2014_wolf_holo"			"MTS GameGod Wolf (Holo) | Cologne 2014"
		"StickerKit_desc_cologne2014_wolf_holo"	    ""
		
		"StickerKit_cologne2014_wolf_foil"			"MTS GameGod Wolf (Foil) | Cologne 2014"
		"StickerKit_desc_cologne2014_wolf_foil"	    ""

		"StickerKit_cologne2014_esl_a"				"ESL One Cologne 2014 (Blue)"
		"StickerKit_desc_cologne2014_esl_a"			""

		"StickerKit_cologne2014_esl_b"				"ESL One Cologne 2014 (Red)"
		"StickerKit_desc_cologne2014_esl_b"			""

		"StickerKit_cologne2014_esl_c"				"ESL One Cologne 2014 (Gold)"
		"StickerKit_desc_cologne2014_esl_c"			""
		
		"StickerKit_dhw2014_cloud9"           "Cloud9 | DreamHack 2014"
		"StickerKit_desc_dhw2014_cloud9"      ""

		"StickerKit_dhw2014_cloud9_holo"      "Cloud9 (Holo) | DreamHack 2014"
		"StickerKit_desc_dhw2014_cloud9_holo" ""
		
		"StickerKit_dhw2014_cloud9_foil"      "Cloud9 (Foil) | DreamHack 2014"
		"StickerKit_desc_dhw2014_cloud9_foil" ""
		
		"StickerKit_dhw2014_cloud9_gold"           "Cloud9 (Gold) | DreamHack 2014"
		"StickerKit_desc_dhw2014_cloud9_gold"      ""
		
		"StickerKit_dhw2014_fnatic"           "Fnatic | DreamHack 2014"
		"StickerKit_desc_dhw2014_fnatic"      ""

		"StickerKit_dhw2014_fnatic_holo"          "Fnatic (Holo) | DreamHack 2014"
		"StickerKit_desc_dhw2014_fnatic_holo"     ""
		
		"StickerKit_dhw2014_fnatic_foil"          "Fnatic (Foil) | DreamHack 2014"
		"StickerKit_desc_dhw2014_fnatic_foil"     ""
		
		"StickerKit_dhw2014_fnatic_gold"          "Fnatic (Gold) | DreamHack 2014"
		"StickerKit_desc_dhw2014_fnatic_gold"     ""

		"StickerKit_dhw2014_ninjasinpyjamas"          "Ninjas in Pyjamas | DreamHack 2014"
		"StickerKit_desc_dhw2014_ninjasinpyjamas"     ""

		"StickerKit_dhw2014_ninjasinpyjamas_holo"         "Ninjas in Pyjamas (Holo) | DreamHack 2014"
		"StickerKit_desc_dhw2014_ninjasinpyjamas_holo"    ""
		
		"StickerKit_dhw2014_ninjasinpyjamas_foil"         "Ninjas in Pyjamas (Foil) | DreamHack 2014"
		"StickerKit_desc_dhw2014_ninjasinpyjamas_foil"    ""
		
		"StickerKit_dhw2014_ninjasinpyjamas_gold"         "Ninjas in Pyjamas (Gold) | DreamHack 2014"
		"StickerKit_desc_dhw2014_ninjasinpyjamas_gold"    ""
	
		"StickerKit_dhw2014_teamdignitas"         "Team Dignitas | DreamHack 2014"
		"StickerKit_desc_dhw2014_teamdignitas"    ""

		"StickerKit_dhw2014_teamdignitas_holo"        "Team Dignitas (Holo) | DreamHack 2014"
		"StickerKit_desc_dhw2014_teamdignitas_holo"   ""
		
		"StickerKit_dhw2014_teamdignitas_foil"        "Team Dignitas (Foil) | DreamHack 2014"
		"StickerKit_desc_dhw2014_teamdignitas_foil"   ""
		
		"StickerKit_dhw2014_teamdignitas_gold"        "Team Dignitas (Gold) | DreamHack 2014"
		"StickerKit_desc_dhw2014_teamdignitas_gold"   ""

		"StickerKit_dhw2014_navi"             "Natus Vincere | DreamHack 2014"
		"StickerKit_desc_dhw2014_navi"        ""

		"StickerKit_dhw2014_navi_holo"        "Natus Vincere (Holo) | DreamHack 2014"
		"StickerKit_desc_dhw2014_navi_holo"   ""
		
		"StickerKit_dhw2014_navi_foil"        "Natus Vincere (Foil) | DreamHack 2014"
		"StickerKit_desc_dhw2014_navi_foil"   ""
		
		"StickerKit_dhw2014_navi_gold"        "Natus Vincere (Gold) | DreamHack 2014"
		"StickerKit_desc_dhw2014_navi_gold"   ""

		"StickerKit_dhw2014_virtuspro"        "Virtus.Pro | DreamHack 2014"
		"StickerKit_desc_dhw2014_virtuspro"   ""

		"StickerKit_dhw2014_virtuspro_holo"       "Virtus.Pro (Holo) | DreamHack 2014"
		"StickerKit_desc_dhw2014_virtuspro_holo"  ""
		
		"StickerKit_dhw2014_virtuspro_foil"       "Virtus.Pro (Foil) | DreamHack 2014"
		"StickerKit_desc_dhw2014_virtuspro_foil"  ""
		
		"StickerKit_dhw2014_virtuspro_gold"       "Virtus.Pro (Gold) | DreamHack 2014"
		"StickerKit_desc_dhw2014_virtuspro_gold"  ""

		"StickerKit_dhw2014_hellraisers"          "HellRaisers | DreamHack 2014"
		"StickerKit_desc_dhw2014_hellraisers"     ""
		
		"StickerKit_dhw2014_hellraisers_gold"          "HellRaisers (Gold) | DreamHack 2014"
		"StickerKit_desc_dhw2014_hellraisers_gold"     ""

		"StickerKit_dhw2014_teamldlc"         "Team LDLC.com | DreamHack 2014"
		"StickerKit_desc_dhw2014_teamldlc"    ""
		
		"StickerKit_dhw2014_teamldlc_gold"         "Team LDLC.com (Gold) | DreamHack 2014"
		"StickerKit_desc_dhw2014_teamldlc_gold"    ""

		"StickerKit_dhw2014_escgaming"        "ESC Gaming | DreamHack 2014"
		"StickerKit_desc_dhw2014_escgaming"   ""
		
		"StickerKit_dhw2014_escgaming_gold"        "ESC Gaming (Gold) | DreamHack 2014"
		"StickerKit_desc_dhw2014_escgaming_gold"   ""

		"StickerKit_dhw2014_myxmg"        "myXMG | DreamHack 2014"
		"StickerKit_desc_dhw2014_myxmg"   ""
		
		"StickerKit_dhw2014_myxmg_gold"        "myXMG (Gold) | DreamHack 2014"
		"StickerKit_desc_dhw2014_myxmg_gold"   ""

		"StickerKit_dhw2014_pentasports"      "PENTA Sports | DreamHack 2014"
		"StickerKit_desc_dhw2014_pentasports" ""
		
		"StickerKit_dhw2014_pentasports_gold"      "PENTA Sports (Gold) | DreamHack 2014"
		"StickerKit_desc_dhw2014_pentasports_gold" ""

		"StickerKit_dhw2014_bravadogaming"        "Bravado Gaming | DreamHack 2014"
		"StickerKit_desc_dhw2014_bravadogaming"   ""
		
		"StickerKit_dhw2014_bravadogaming_gold"        "Bravado Gaming (Gold) | DreamHack 2014"
		"StickerKit_desc_dhw2014_bravadogaming_gold"   ""

		"StickerKit_dhw2014_planetkeydynamics"        "Planetkey Dynamics | DreamHack 2014"
		"StickerKit_desc_dhw2014_planetkeydynamics"   ""
		
		"StickerKit_dhw2014_planetkeydynamics_gold"        "Planetkey Dynamics (Gold) | DreamHack 2014"
		"StickerKit_desc_dhw2014_planetkeydynamics_gold"   ""

		"StickerKit_dhw2014_ibuypower"        "iBUYPOWER | DreamHack 2014"
		"StickerKit_desc_dhw2014_ibuypower"   ""
		
		"StickerKit_dhw2014_ibuypower_gold"        "iBUYPOWER 9Gold) | DreamHack 2014"
		"StickerKit_desc_dhw2014_ibuypower_gold"   ""
		
		"StickerKit_dhw2014_3dmax"                  "3DMAX | DreamHack 2014"
		"StickerKit_desc_dhw2014_3dmax"             ""
		
		"StickerKit_dhw2014_3dmax_gold"                  "3DMAX (Gold) | DreamHack 2014"
		"StickerKit_desc_dhw2014_3dmax_gold"             ""

		"StickerKit_dhw2014_copenhagenwolves"       "Copenhagen Wolves | DreamHack 2014"
		"StickerKit_desc_dhw2014_copenhagenwolves"  ""
		
		"StickerKit_dhw2014_copenhagenwolves_gold"       "Copenhagen Wolves (Gold) | DreamHack 2014"
		"StickerKit_desc_dhw2014_copenhagenwolves_gold"  ""
		
		"StickerKit_dhw2014_datteam"                "dAT team | DreamHack 2014"
		"StickerKit_desc_dhw2014_datteam"           ""
		
		"StickerKit_dhw2014_datteam_gold"                "dAT team (Gold) | DreamHack 2014"
		"StickerKit_desc_dhw2014_datteam_gold"           ""
		
		"StickerKit_dhw2014_londonconspiracy"       "London Conspiracy | DreamHack 2014"
		"StickerKit_desc_dhw2014_londonconspiracy"  ""
		
		"StickerKit_dhw2014_londonconspiracy_gold"       "London Conspiracy (Gold) | DreamHack 2014"
		"StickerKit_desc_dhw2014_londonconspiracy_gold"  ""

		"StickerKit_dhw2014_mousesports"            "mousesports | DreamHack 2014"
		"StickerKit_desc_dhw2014_mousesports"       ""
		
		"StickerKit_dhw2014_mousesports_gold"            "mousesports (Gold) | DreamHack 2014"
		"StickerKit_desc_dhw2014_mousesports_gold"       ""
		
		"StickerKit_dhw2014_flipsid3"            "Flipsid3 Tactics | DreamHack 2014"
		"StickerKit_desc_dhw2014_flipsid3"       ""
		
		"StickerKit_dhw2014_flipsid3_gold"            "Flipsid3 Tactics (Gold) | DreamHack 2014"
		"StickerKit_desc_dhw2014_flipsid3_gold"       ""

		"StickerKit_dhw2014_dhw"           "DreamHack Winter 2014"
		"StickerKit_desc_dhw2014_dhw"      ""

		"StickerKit_dhw2014_dhw_foil"      "DreamHack Winter 2014 (Foil)"
		"StickerKit_desc_dhw2014_dhw_foil" ""
			  
		"StickerKit_comm01_backstab"				"Backstab"
		"StickerKit_desc_comm01_backstab"			""

		"StickerKit_comm01_black_king"				"King on the Field"
		"StickerKit_desc_comm01_black_king"			""

		"StickerKit_comm01_howling_dawn"			"Howling Dawn"
		"StickerKit_desc_comm01_howling_dawn"		""

		"StickerKit_comm01_bomb_doge"				"Bomb Doge"
		"StickerKit_desc_comm01_bomb_doge"			""

		"StickerKit_comm01_burn_them_all"			"Burn Them All"
		"StickerKit_desc_comm01_burn_them_all"		""

		"StickerKit_comm01_harp_of_war"				"Harp of War (Holo)"
		"StickerKit_desc_comm01_harp_of_war"		""

		"StickerKit_comm01_flammable_foil"			"Flammable (Foil)"
		"StickerKit_desc_comm01_flammable_foil"		""

		"StickerKit_comm01_headhunter_foil"			"Headhunter (Foil)"
		"StickerKit_desc_comm01_headhunter_foil"	""

		"StickerKit_comm01_llama_cannon"			"Llama Cannon"
		"StickerKit_desc_comm01_llama_cannon"		""

		"StickerKit_comm01_new_sheriff_foil"		"New Sheriff (Foil)"
		"StickerKit_desc_comm01_new_sheriff_foil"	""

		"StickerKit_comm01_other_awp"				"My Other Awp"
		"StickerKit_desc_comm01_other_awp"			""

		"StickerKit_comm01_shavemaster"				"Shave Master"
		"StickerKit_desc_comm01_shavemaster"		""

		"StickerKit_comm01_skull"					"Rising Skull"
		"StickerKit_desc_comm01_skull"				""

		"StickerKit_comm01_sneaky_beaky"			"Sneaky Beaky Like"
		"StickerKit_desc_comm01_sneaky_beaky"		""

		"StickerKit_comm01_swag_foil"				"Swag (Foil)"
		"StickerKit_desc_comm01_swag_foil"			""

		"StickerKit_comm01_teamwork_holo"			"Teamwork (Holo)"
		"StickerKit_desc_comm01_teamwork_holo"		""

		"StickerKit_comm01_to_b_or_not_to_b"		"To B or not to B"
		"StickerKit_desc_comm01_to_b_or_not_to_b"	""

		"StickerKit_comm01_winged_defuser"			"Winged Defuser"
		"StickerKit_desc_comm01_winged_defuser"		""
		
		"StickerKit_comm01_pocket_bbq"				"Pocket BBQ"
		"StickerKit_desc_comm01_pocket_bbq"			""
		
		"StickerKit_comm01_death_comes"				"Death Comes"
		"StickerKit_desc_comm01_death_comes"		""
		
		"StickerKit_comm01_rekt_holo"				"Rekt (Holo)"
		"StickerKit_desc_comm01_rekt_holo"			""
		
		// comm02
		
		"StickerKit_comm02_bossyburger"				"Bossy Burger"
		"StickerKit_desc_comm02_bossyburger"		""
		"coupon_bossyburger"					"Sticker | Bossy Burger"

		"StickerKit_comm02_blitzkrieg"				"Blitzkrieg"
		"StickerKit_desc_comm02_blitzkrieg"			""
		"coupon_blitzkrieg"						"Sticker | Blitzkrieg"

		"StickerKit_comm02_catcall"					"Cat Call"
		"StickerKit_desc_comm02_catcall"			""
		"coupon_catcall"						"Sticker | Cat Call"

		"StickerKit_comm02_chickenstrike"			"Chicken Strike"
		"StickerKit_desc_comm02_chickenstrike"		""
		"coupon_chickenstrike"					"Sticker | Chicken Strike"

		"StickerKit_comm02_ctbanana"				"CT in Banana"
		"StickerKit_desc_comm02_ctbanana"			""
		"coupon_ctbanana"						"Sticker | CT in Banana"

		"StickerKit_comm02_dontworryimpro"			"Don't Worry, I'm Pro"
		"StickerKit_desc_comm02_dontworryimpro"		""
		"coupon_dontworryimpro"					"Sticker | Don't Worry, I'm Pro"

		"StickerKit_comm02_fightlikeagirl"			"Fight like a Girl"
		"StickerKit_desc_comm02_fightlikeagirl"		""
		"coupon_fightlikeagirl"					"Sticker | Fight like a Girl"

		"StickerKit_comm02_handmadeflash"			"Flashbang"
		"StickerKit_desc_comm02_handmadeflash"		""
		"coupon_handmadeflash"					"Sticker | Flashbang"

		"StickerKit_comm02_kawaiikiller"			"Kawaii Killer CT"
		"StickerKit_desc_comm02_kawaiikiller"		""
		"coupon_kawaiikiller"					"Sticker | Kawaii Killer CT"
