		"SFUI_MainMenu_News_Title"			"News"
		"SFUI_XP_Bonus_RankUp_1"							"<b> %s1 </b> Earned XP (Your Score x %s2 Multiplier)"
		"SFUI_XP_Bonus_RankUp_2"							"<b> %s1 </b> Earned XP (Rounds Won x %s2 Multiplier)"
		"SFUI_XP_Bonus_RankUp_3"							"<b> %s1 </b> Weekly XP Bonus"
		"SFUI_XP_Bonus_RankUp_4"							"<b> %s1 </b> Overwatch XP Reward"
		"SFUI_XP_Bonus_RankUp_5"							"<b> %s1 </b> Weekly XP Bonus (for Overwatch XP)"
		"SFUI_XP_Bonus_RankUp_6"							"<b> %s1 </b> Mission Completion"
		"SFUI_XP_Bonus_RankUp_7"							"<b> %s1 </b> Mission Bonus"
		"SFUI_XP_Bonus_RankUp_8"							"<b> %s1 </b> Blitz Mission XP"
		"SFUI_XP_Bonus_RankUp_51"							"<b> %s1 </b> Earned XP (Your Score x Reduced %s2 Multiplier)"
		"SFUI_XP_Bonus_RankUp_52"							"<b> %s1 </b> Earned XP (Rounds Won x Reduced %s2 Multiplier)"
		"SFUI_XP_Bonus_RankUp_54"							"<b> %s1 </b> Overwatch XP (Your Reward x Reduced Multiplier)"
		"SFUI_XP_Bonus_RankUp_58"							"<b> %s1 </b> Blitz Mission XP (Your XP x Reduced Multiplier)"
		"SFUI_XP_Bonus_RankUp_81"							"<b> %s1 </b> Earned XP (Your Score x Private Rank %s2 Multiplier)"
		"SFUI_XP_Bonus_RankUp_82"							"<b> %s1 </b> Earned XP (Rounds Won x Private Rank %s2 Multiplier)"
		"SFUI_XP_Bonus_RankUp_88"							"<b> %s1 </b> Blitz Mission XP (Your XP x Private Rank Blitz Multiplier)"
		"SFUI_XP_Bonus_RankUp_Total"						"Total XP <b> %s1 </b>"
		"SFUI_XP_Bonus_RankUp_Remain"						"<b> %s1 XP </b> Needed For <b>%s3</b>  Rank %s2"
		"SFUI_XP_Bonus_RankUp_Remain_Drop"					"<b> %s1 XP </b> Needed For Rank %s2 + <b>%s3</b> Drop"

		"SFUI_XP_RankName_Display"					"<b>%s2</b>  Rank %s1"
		"SFUI_XP_RankName_EarnedNewLevel"			"Earned New Rank!"
		"SFUI_XP_RankName_EarnedMax"				"Earned Global General Rank!"
		"SFUI_XP_RankName_NewLevel"					"Rank Up"
		"SFUI_XP_RankName_Display_Bonus_Active"		"<b>%s2</b> Rank %s1 <font color='#466571'>XP Boost Active</font>"
		"SFUI_XP_RankName_Next_Drop"				"Rank %s1 +<b>%s2</b> Drop"
		"SFUI_XP_RankName_Next_Drop_Nolevel"		"Complete matches to earn Rank %s1 + Drop"
		"SFUI_XP_RankName_Next"						"Rank %s1"
		
		"SFUI_Scoreboard_CompWins"							"Competitive Matches Won"
		"SFUI_Scoreboard_CompWins_No_Skill_Group"			"Win <b>%s1</b> competitive matches to display your Skill Group"
		"SFUI_Scoreboard_CompWins_Skill_Group_Expired"		"Skill Group has expired due to inactivity, win 1 match to display it again"
		"SFUI_Scoreboard_XPBar_Tooltip"						"%s3<b>Your Active XP Bonuses:</b>\n +%s4\n\nYour current XP is %s1 (%s2 XP needed for your next Rank)\n\nXP is earned by completing matches in any mode and by completing missions."
		"SFUI_Scoreboard_XPBar_TooltipMax"					"%s3<b>Your Active XP Bonuses:</b>\n +%s4\n\nYour current XP is %s1\n\nXP is earned by completing matches in any mode and by completing missions."
		"SFUI_Scoreboard_XPBar_TooltipNoBonuses"			"Your current XP is %s1 (%s2 XP needed for your next Rank)\n\nXP is earned by completing matches in any mode and by completing missions."
		"SFUI_Scoreboard_XPBar_TooltipNoBonusesMax"			"Your current XP is %s1"
		"SFUI_Scoreboard_XPBar_TooltipInspectProfile"		"Current XP is %s1 (%s2 XP needed for next Rank)"
		"SFUI_Scoreboard_XPBar_TooltipInspectProfileMax"	"Current XP is %s1"
		"SFUI_Redeem_Service_Medal"							"Get Service Medal"
		"SFUI_Redeem_Service_XpBarToolTip"					"Congratulations, you have reached Global General Rank! You are eligible to get a displayable Service Medal to show off your accomplishments. Getting your Service Medal will allow you to rise through the ranks again on your journey towards Global General Rank and your next Service Medal."
		//for main menu display
		"SFUI_PersonaNotification_Msg_4"			"You have submitted accurate verdicts and qualified for an Overwatch Investigator XP reward! You can collect your reward at the end of a match on official servers. Thank you for serving as an Overwatch Investigator."
		"SFUI_PersonaNotification_Msg_5"			"One or more players that you recently reported were convicted and permanently banned from official CS:GO servers. Thank you for helping the CS:GO community."
		"SFUI_PersonaNotification_Msg_6"			"One or more members of your recent competitive parties were convicted of cheating and permanently banned from official CS:GO servers. All their associates, including you, have been penalized. Your CS:GO Profile Rank, competitive wins, and Skill Group were adjusted."
		
		"SFUI_PersonaNotification_Title_4"			"Overwatch XP Reward"
		"SFUI_PersonaNotification_Title_5"			"Player Reports"
		"SFUI_PersonaNotification_Title_6"			"Party Member Banned"
		"SFUI_Elevated_Status_Title"				"Prime Account Matchmaking"
		"SFUI_Elevated_Status_Btn"				"More Info"
		"SFUI_Elevated_Status_Check_Btn"			"Check Phone Number"
		"SFUI_Elevated_Status_Confirm_Btn"			"Upgrade"
		"SFUI_Elevated_Status_Switch_Btn"			"Switch Accounts"
		"SFUI_Elevated_Status_Add_Btn"				"Add Phone Number"
		"SFUI_Elevated_Status_Update_Btn"			"Change Phone Number"
		"SFUI_Elevated_Status_Loading"				"Contacting Steam..."
		"SFUI_Elevated_Status_Error"				"Unable to retrieve your status.  Please try again later."
		"SFUI_Elevated_Status_NoPhone"				"Prime status requires a Steam account with a phone number associated with it. Add a qualifying phone number to your Steam account and try again."
		"SFUI_Elevated_Status_Commit"				"See if your phone number qualifies for Prime status."
		"SFUI_Elevated_Status_Invalid"				"The phone number associated with your Steam account does not qualify for Prime status. You can find more information in the above F.A.Q."
		"SFUI_Elevated_Status_Different"			"Another Steam account is already associated with your Steam phone number. You can switch its association to the account you are currently logged into."
		"SFUI_Elevated_Status_Eligable"				"Upgrade to Prime status."
		"SFUI_Elevated_Status_Cooldown"				"Another CS:GO account is already associated with your Steam phone number.\n<b>%s1</b> until you can switch its association to the account you are currently logged into."
		"SFUI_Elevated_Status_AccCooldown"			"Your CS:GO account was recently upgraded to Prime status with a different phone number.\n<b>%s1</b> until you can upgrade your account to Prime status with your new Steam phone number."
		"SFUI_Elevated_Status_Verified"				"You have been upgraded to Prime status!"
		"SFUI_Elevated_Status_Warning"				"Are you sure you want to upgrade the current CS:GO account to Prime status? You will not be able to switch Prime status to a different account for <b>Six Months</b>."
		"SFUI_Elevated_Status_Faq_Title"			"Prime Account Matchmaking F.A.Q."
		"SFUI_Elevated_Status_Confirmed"			"Prime Account <font size='7'>Beta</font>"
		"SFUI_Elevated_Status_Desc"				"CS:GO is running an experiment to find out whether players will have a better matchmaking experience when they are matched with players who are committed to a single CS:GO account. You are eligible to upgrade to <b>Prime</b> status and join the experiment.\n\nTo upgrade your CS:GO account to <b>Prime</b> status, just click the UPGRADE/ADD PHONE NUMBER button below, which will bind your Steam phone number to your CS:GO account (provided it qualifies, see the F.A.Q. below).\n\nIf you own multiple CS:GO accounts, be sure to upgrade your favorite one since you can only upgrade one CS:GO account to Prime status with your qualifying phone number.\n\n<b>Prime Account Matchmaking</b> will be prioritizing matching Prime status players with each other.\n\nThere's nothing else you need to do (except convince your friends to click that Upgrade button too so we get enough players to start testing!)"
		"SFUI_Elevated_Status_Faq"				"<b>What's a Qualifying Phone Number?</b>\nPrime Account Matchmaking excludes some types of phone numbers, such as VOIP numbers and some carriers. If your Steam phone number does not qualify, you'll need to re-associate your Steam account with a qualifying phone number.\n\n<b>How will I know if my phone number qualifies?</b>\nIf you don't have a qualifying phone number, you'll be notified when you click the Upgrade button.\n\n<b>Can I upgrade more than one account with the same phone number?</b>\nNo, you can only upgrade one CS:GO account to Prime status with your qualifying phone number.\n\n<b>I accidentally upgraded the wrong account! Can I upgrade a different account instead?</b>\nYes, after upgrading your CS:GO account you have three days to upgrade a different CS:GO account instead (the prior CS:GO account will lose its Prime status).\n\nYour next opportunity to switch Prime status using your qualifying Steam phone number will be in six months.\n\n<b>Do I need the Steam Guard Mobile Authenticator to join Prime Account Matchmaking?</b>\nNo, but you really should be using it! In addition to securing your account, adding the Steam Guard Mobile Authenticator gives you full access to trading and the Steam Community Market.\n\n<b>What happens if I don't upgrade my account to Prime status?</b>\nIf you don't upgrade your account, you will not be able to participate in the experiment. You will still enjoy the same access to all of the features of the game."
		"SFUI_Elevated_Status_Desc_Tooltip"			"Your account has been upgraded to <b>Prime</b> status. During the Prime beta, we will prioritize matching Prime status players with each other.\n\nThere's nothing else you need to do ( except help your friends earn XP to become eligible for an upgrade to <b>Prime</b> status! )"
		"SFUI_Elevated_Status_Not_Enrolled_Tooltip"			"The Prime Account Matchmaking beta prioritizes matching Prime status players with each other. Players become eligible for an upgrade to Prime status by earning XP and reaching Lieutenant Rank 21."
		
	
		
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//Message Box
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

		"SFUI_MBox_OKButton"		"OK"
		"SFUI_MBox_CancelButton"	"Cancel"

		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//Loading screen
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

		"SFUI_LOADING"				"Loading..."
		"SFUI_LOADING_CAPS"			"LOADING..."
		"SFUI_Loading_Default_Text"	"Downloading New Map"
		"SFUI_StartCT"				"CT Start"
		"SFUI_StartT"				"T Start"
		"SFUI_BuyZoneCT"			"CT Buy Zone"
		"SFUI_BuyZoneT"				"T Buy Zone"
		"SFUI_HostageZone"			"Hostage Zone"
		"SFUI_HostageRescueZone"	"Hostage Rescue Zone"
		"SFUI_BombZoneA"			"Bomb Site A"
		"SFUI_BombZoneB"			"Bomb Site B"
		"SFUI_Continue"				"CONTINUE"

		"SFUI_DownLoading_"					"Downloading %s1 ....  %s2 of %s3"
		"SFUI_Loading_UGCMap_Progress"		"Downloading map from Workshop ....  %s1"

		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//Scoreboard
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

		"SFUI_ScoreboardTitle"	""

		"SFUI_Scoreboard_MapName"		"Map: %s1"

		"SFUI_CT_Label"				"COUNTER-TERRORISTS"	// also referenced by Choose Class
		"SFUI_CT_Player_Text"		"PLAYER"
		"SFUI_CT_Clan_Text"			"TEAM"
		"SFUI_CT_Score_Text"		"SCORE"
		"SFUI_CT_Death_Text"		"DEATHS"
		"SFUI_CT_Kills_Text"		"KILLS"
		"SFUI_CT_KillPoints_Text"	"KILL POINTS"
		"SFUI_CT_Money_Text"		"MONEY"
		"SFUI_CT_Status_Text"		"STATUS"
		"SFUI_CT_Vote_Text"		"VOTE"
		"SFUI_CT_Elo_Change_Text"	"+/- Skill Group"
		"SFUI_CT_Medals_Header" "MEDALS"
		"SFUI_CT_Elo_Rank"	"YOUR SKILL GROUP"

		"SFUI_T_Label"				"TERRORISTS"	// also referenced by Choose Class
		"SFUI_T_Player_Text"		"PLAYER"
		"SFUI_T_Clan_Text"			"TEAM"
		"SFUI_T_Score_Text"			"SCORE"
		"SFUI_T_Death_Text"			"DEATHS"
		"SFUI_T_Kills_Text"			"KILLS"
		"SFUI_T_KillPoints_Text"	"KILL POINTS"
		"SFUI_T_Money_Text"		"MONEY"
		"SFUI_T_Status_Text"	"STATUS"
		"SFUI_T_Vote_Text"		"VOTE"
		"SFUI_T_Player_Text"		"PLAYER"
		"SFUI_T_Elo_Change_Text"	"+/- Skill Group"
		"SFUI_Ping_Text"		"PING"
		"SFUI_Assists_Text"		"A"
		"SFUI_Kills_Text"		"K"
		"SFUI_Death_Text"		"D"
		"SFUI_Clan_Text"		"TEAM"
		"SFUI_Cpk_Text"		"$/K"
		"SFUI_Mvp_Text"		"MVP"
		"SFUI_Your_Text"		"YOUR"
		"SFUI_Elo_Text"		"SKILL GROUP"


		"SFUI_Scoreboard_Spectator"		"%s1 SPECTATOR"
		"SFUI_Scoreboard_Spectators"		"%s1 SPECTATORS"
		"SFUI_Scoreboard_Title_Spectators"		"SPECTATORS"

		"SFUI_Scoreboard_Player"		"%s1 Player"
		"SFUI_Scoreboard_Players"		"Players Alive: %s1"
		"SFUI_Scoreboard_TimeLeft"		"Time Left: %s1"
		"SFUI_Scoreboard_FightTime"		"Fight Time: %s1"
		"SFUI_Scoreboard_RoundsLeft"		"Rounds Left: %s1"
		"SFUI_Scoreboard_ServerName"		"Server: %s1"

		"SFUI_Scoreboard_Navigation_Common"		"${cancel} Back     ${dpad} Navigate     ${altstart} Close" [$WIN32||$X360]
		"SFUI_Scoreboard_Navigation_Common"		"${cancel} Back     ${dpad} Navigate" [$PS3]
		"SFUI_Scoreboard_Navigation_Gamer_Card"		"${north} View Gamer Card     "
		"SFUI_Scoreboard_Navigation_Left"		"${lshoulder} Yes <img src='Vote' width='20' height='20' vspace='0' />"
		"SFUI_Scoreboard_Navigation_Kick"		"${lshoulder} Vote to Kick "

		"SFUI_Scoreboard_Navigation_Mute"		"${dpadright} Mute"[$PS3||$X360]
		"SFUI_Scoreboard_Navigation_Mute"		"[DEL] Block Communication" [$WIN32]
		"SFUI_Scoreboard_Navigation_Unmute"		"${dpadright} Unmute"[$PS3||$X360]
		"SFUI_Scoreboard_Navigation_Unmute"		"[DEL] Unblock Communication"[$WIN32]
		"SFUI_Scoreboard_Navigation_Profile"	"View Profile"[$WIN32]
		"SFUI_Scoreboard_Navigation_PlayerDetails"	"<img src='arrow_key.png' width='15' height='15' vspace='-7'/> <img src='arrow_dn_key.png' width='15' height='15' vspace='-7'/>Select Player    <img src='enter_key.png' width='31' height='15' vspace='-5'/>Show Profile"[$WIN32]
		"SFUI_Scoreboard_Navigation_Cursor_Hint"	"<img src='info_icon.png' width='14' height='14' vspace='-13'/><b>%s1</b> Enables Cursor" [$WIN32]
		"SFUI_Scoreboard_Navigation_Cursor_Choose"	"<img src='info_icon.png' width='14' height='14' vspace='-13'/><b>LEFT CLICK</b> to Select" [$WIN32]

		"SFUI_Scoreboard_NextMap"				"NEXT MAP"
		"SFUI_Scoreboard_VoteNow"				"VOTE NOW!"
		"SFUI_Scoreboard_SelectingRandomMap"	"CHOOSING RANDOM!"

		"SFUI_PlayerDetails_Profile"	"Steam Profile"
		"SFUI_PlayerDetails_Trade"		"Steam Message"
		"SFUI_PlayerDetails_Mute"		"Block Communication"
		"SFUI_PlayerDetails_Unmute"		"Unblock Communication"
		"SFUI_PlayerDetails_MusicKit"		"Borrow Music Kit: %s1"
